source_id,title,concept_name,content,pm_relevance,use_cases,risks_or_misunderstandings,ai_topic,product_topic,difficulty,source_name,source_url,reliability,notes
workflow_001,Workflow 是什么,Workflow,Workflow 是由一组预定义节点、条件、数据流和动作组成的流程自动化。它强调确定性、可控性和可复用，通常按固定路径处理输入并输出结果。,AI 产品经理需要理解 Workflow，因为许多 AI 产品并不需要完全自主的 Agent，而是需要可控的业务流程，例如资料收集、内容生成、审核、通知和入库。,自动生成日报、客户线索处理、内容生产流水线、客服工单流转、RAG文档入库、AI生成+人工审核流程。,误区是把Workflow和Agent混为一谈。Workflow更稳定、透明、易审计；Agent更灵活但更难控制。产品选型应看任务是否稳定、风险是否可控。,Workflow,"流程自动化,业务流程",入门,n8n Docs - Workflows,https://docs.n8n.io/workflows/,high,适合AI PM理解低代码自动化。
workflow_002,Dify 是什么,Dify,Dify 是面向 LLM 应用开发的 Agentic Workflow 平台，支持工作流、RAG、Agent、模型管理等能力。它可以帮助团队以低代码方式搭建 AI 应用并接入外部知识。,AI 产品经理可以用 Dify 快速做 AI 产品原型，验证 RAG、Workflow、Prompt、Agent 等方案，降低早期MVP开发成本。,AI客服、企业知识库、求职助手、内容生成工具、Agent工作流、内部自动化助手。,误区是把Dify当成最终产品的全部。低代码平台适合MVP和流程验证，但正式上线仍要考虑权限、性能、数据安全、可观测性和二次开发。,AI工具与平台,"低代码AI,RAG,Agent",入门,Dify Official Site,https://dify.ai/,high,JD中经常作为加分工具。
workflow_003,Coze 是什么,Coze,Coze 是面向 AI 应用/智能体搭建的平台，提供知识库、工作流、插件等能力，用于创建带外部知识和工具能力的 AI 应用。,AI 产品经理可以用 Coze 快速验证智能体交互、知识库问答、插件调用和流程编排，适合求职作品集或早期产品原型。,智能体Demo、客服问答、学习助手、求职助手、知识库问答、工具型Agent。,误区是只用平台模板而不理解背后的产品逻辑。面试中要讲清楚目标用户、流程设计、知识库结构、工具调用和评估方式，而不是只说会用工具。,AI工具与平台,"低代码AI,知识库,Agent",入门,Coze Docs - Knowledge base overview,https://www.coze.com/open/docs/guides/knowledge_overview,high,JD中常见Coze加分项。
workflow_004,n8n 是什么,n8n,n8n 是工作流自动化工具，使用节点连接不同应用、API、数据源和逻辑步骤，也支持构建 AI 工作流。它适合把业务系统、数据处理和 AI 能力串成自动化流程。,AI 产品经理理解 n8n，有助于把AI能力嵌入业务流程，而不只是做聊天界面。例如从表单收集信息、调用模型生成内容、写入表格并通知用户。,自动化运营、内容生成流水线、数据同步、邮件自动化、AI客服流程、RAG资料入库、CRM自动化。,误区是用n8n替代所有后端系统。它适合自动化和原型验证，但涉及高并发、复杂权限和核心交易时仍要谨慎设计架构。,AI工具与平台,"工作流自动化,系统集成",入门,n8n Docs,https://docs.n8n.io/,high,AI工作流项目常用工具。
workflow_005,LangChain/LlamaIndex 是什么,LangChain/LlamaIndex,LangChain 和 LlamaIndex 都是构建 LLM 应用的开发框架/工具生态。LangChain更常用于链式调用、工具、Agent和工作流；LlamaIndex更强调数据连接、索引和RAG数据层能力。,AI 产品经理不必深入写框架代码，但需要理解它们代表的工程模块：数据接入、检索、Prompt、工具调用、Agent编排和评估，便于与研发沟通。,RAG应用、Agent应用、企业知识库、文档问答、数据连接、AI应用原型。,误区是把框架名当成产品价值。面试中不应只说“用了LangChain”，而要说明它解决了什么问题，例如文档索引、检索链路或工具调用。,AI工具与平台,"AI应用框架,RAG,Agent",中级,LangChain Docs - Agents,https://docs.langchain.com/oss/python/langchain/agents,medium,LlamaIndex可后续补官方来源，本条先以LangChain官方文档为主。
workflow_006,API 与 Webhook,API/Webhook,API 是系统之间交换数据和调用能力的接口；Webhook 是事件发生时由一个系统主动通知另一个系统的机制。AI 产品中，模型能力、业务系统、数据库、支付、CRM、通知等常通过 API/Webhook 集成。,AI 产品经理需要理解 API/Webhook，才能设计可落地的 AI 功能：模型如何接入业务数据，Agent如何调用工具，结果如何回写系统，失败如何重试。,LLM API调用、企业微信/飞书通知、CRM查询、工单创建、支付回调、数据同步、Agent工具调用。,误区是只写“接入API”而不说明输入、输出、权限、错误码、幂等、日志和安全。产品需求文档需要把接口场景讲清楚。,AI产品工程理解,"系统集成,研发协作",入门,OpenAI API Docs - Function calling,https://developers.openai.com/api/docs/guides/function-calling,high,与Function Calling和工具调用紧密相关。
workflow_007,AI Coding 工具,AI Coding,AI Coding 工具是辅助开发者编写、解释、调试和重构代码的AI工具，例如 Cursor、Claude Code、GitHub Copilot 等。它们通常结合代码上下文、自然语言指令和模型能力来提升研发效率。,AI 产品经理理解 AI Coding 工具有两层价值：一是能更快做原型或理解技术实现；二是理解 AI 工具产品如何围绕上下文、工作流、权限和开发者体验设计。,产品原型、脚本生成、数据处理、Prompt测试、简单工具开发、技术需求沟通、AI开发者工具竞品分析。,误区是认为会用AI Coding就等于具备工程能力。PM需要掌握的是用工具提高验证效率，同时理解代码质量、安全和研发协作边界。,AI工具与平台,"研发协作,效率工具",入门,OpenAI API Docs - Function calling,https://developers.openai.com/api/docs/guides/function-calling,medium,具体工具源可后续补Cursor/Claude/GitHub官方文档。
eval_001,AI 产品为什么需要评估,AI产品评估,AI 产品评估是对模型输出、检索质量、任务完成、用户体验、成本和风险进行系统化衡量。与传统产品不同，AI 产品输出不完全确定，更需要通过样例集、指标、用户反馈和人工审核持续验证质量。,AI 产品经理需要建立评估体系，判断产品是否真的解决问题，并定位问题来自模型、Prompt、知识库、检索、工具调用还是交互设计。,RAG问答、Agent任务执行、AI客服、AI写作、简历优化、面试教练、数据分析助手。,误区是只靠主观感觉或演示效果判断AI产品好坏。MVP阶段也应至少有核心样例集、人工评分和用户反馈机制。,AI产品评估,"指标设计,质量评估",入门,Ragas Docs,https://docs.ragas.io/en/stable/,high,AI PM能力模型中的核心能力。
eval_002,Answer Relevancy,Answer Relevancy,Answer Relevancy 衡量回答是否切中用户问题，是否围绕问题提供相关、完整和有用的信息。它关注回答与问题之间的相关性，而不是单纯语言流畅。,AI 产品经理可以用它评估RAG或Chatbot是否答非所问，帮助发现Prompt不清、检索片段不相关或模型过度发散的问题。,知识库问答、客服问答、求职助手、面试题生成、文档问答。,误区是把回答长、专业术语多当成相关。相关性应看是否解决用户具体问题、是否遗漏关键要点、是否加入无关信息。,AI产品评估,"回答质量,相关性",中级,Ragas Docs,https://docs.ragas.io/en/stable/,high,RAGAS相关指标体系可作参考。
eval_003,Faithfulness,Faithfulness,Faithfulness 衡量生成回答是否忠实于提供的上下文或证据。对于RAG，理想回答应能被检索资料支持，而不是加入没有依据的事实。,AI 产品经理需要用 Faithfulness 管理RAG可信度，尤其是政策、金融、法律、医疗、企业制度和求职资料等需要证据支持的场景。,RAG知识库、引用溯源、政策问答、合同/论文问答、客服知识库。,误区是只看答案是否像正确答案。Faithfulness强调“是否由来源支持”，即使答案看起来合理，如果来源没有支撑也可能不可信。,AI产品评估,"事实一致性,引用溯源",中级,Ragas Docs,https://docs.ragas.io/en/stable/,high,RAG评估核心指标。
eval_004,Context Precision,Context Precision,Context Precision 衡量检索出来的上下文中有多少内容真正与问题相关。高 Precision 意味着给模型的资料噪声少，更有利于生成准确回答。,AI 产品经理可用它判断检索系统是否把无关chunk塞给模型，从而影响成本、延迟和回答质量。,RAG检索评估、知识库优化、Top-K调参、rerank效果评估、chunk切分优化。,误区是只追求召回更多资料。上下文中无关内容过多会让模型注意力分散，甚至诱导错误回答。,AI产品评估,"检索质量,上下文质量",中级,Ragas Docs,https://docs.ragas.io/en/stable/,high,与Context Recall成对理解。
eval_005,Context Recall,Context Recall,Context Recall 衡量系统是否召回了回答问题所需的关键上下文。高 Recall 意味着相关证据没有被漏掉，是RAG能回答完整的前提。,AI 产品经理需要平衡 Recall 与 Precision：召回太少会漏信息，召回太多会增加噪声和成本。产品上可通过混合检索、标签过滤和rerank优化。,知识库问答、长文档RAG、客服FAQ、政策问答、JD解析。,误区是只看Top-1结果。复杂问题可能需要多个片段共同支持，需要评估系统是否召回了全部关键证据。,AI产品评估,"检索质量,召回率",中级,Ragas Docs,https://docs.ragas.io/en/stable/,high,与Top-K、Hybrid Search相关。
eval_006,任务完成率,Task Completion Rate,任务完成率衡量用户目标是否被系统成功完成。对于Agent和Copilot，任务完成率比单轮回答质量更重要，因为用户真正关心的是流程是否走通、结果是否可用。,AI 产品经理需要定义“完成”的标准，例如生成可投递简历、成功创建工单、完成数据分析、输出可执行方案或完成客服闭环。,Agent产品、AI Copilot、客服自动化、招聘助手、数据分析Agent、自动化运营。,误区是只评估模型文本质量。Agent产品还必须评估任务是否完成、用户是否需要返工、是否触发人工接管。,AI产品评估,"业务指标,任务完成",入门,LangChain Docs - Agents,https://docs.langchain.com/oss/python/langchain/agents,medium,偏产品指标，来源为Agent工具/任务执行概念延展。
eval_007,人工接管率,Human Handoff Rate,人工接管率是指AI无法完成任务、用户主动请求人工、系统识别高风险或低置信度后转人工的比例。它反映AI自动化覆盖能力和风险控制水平。,AI 产品经理可以用人工接管率评估AI客服、Agent或Copilot的边界：接管率过高说明自动化不足；过低也可能说明系统没有识别风险。,AI客服、工单系统、企业助手、Agent自动执行、金融/医疗/法律咨询、售后服务。,误区是认为人工接管率越低越好。高风险场景中合理接管是安全机制，关键是定义触发条件、接管体验和后续学习闭环。,AI产品评估,"异常兜底,人工介入",中级,OpenAI API Docs - Safety best practices,https://developers.openai.com/api/docs/guides/safety-best-practices,medium,产品指标，需结合具体业务定义。
eval_008,用户反馈闭环,User Feedback Loop,用户反馈闭环是收集用户对AI回答或执行结果的反馈，并将其用于问题分类、知识库更新、Prompt优化、评估集扩充和产品迭代的机制。,AI 产品经理需要设计显性反馈（点赞、点踩、原因选择、纠错）和隐性反馈（追问、复制、引用点击、人工接管、停留时长），并定义反馈如何被使用。,RAG知识库、AI客服、面试教练、简历助手、Agent执行、企业内部助手。,误区是只加一个点赞按钮但不进入后续流程。真正的闭环要能定位问题类型，并驱动内容、检索、Prompt或产品流程改进。,AI产品评估,"用户反馈,持续迭代",入门,Ragas Docs,https://docs.ragas.io/en/stable/,medium,评估和迭代方法论。
risk_001,大模型幻觉,Hallucination,大模型幻觉是指模型生成看似合理但不真实、无依据或与上下文不一致的内容。幻觉可能来自训练知识不完整、问题模糊、检索错误、Prompt约束不足或模型过度生成。,AI 产品经理需要把幻觉作为产品风险管理，而不只是技术问题。要通过引用溯源、可信资料、低置信度提示、人工复核和反馈闭环降低影响。,知识库问答、客服、法律/金融/医疗助手、求职信息、内容生成、企业制度问答。,误区是认为换更强模型就能消除幻觉。更强模型可能降低错误率，但高可信产品仍需要系统级控制和评估。,风控与可信机制,"幻觉控制,风险控制",入门,OpenAI Cookbook - Developing hallucination guardrails,https://developers.openai.com/cookbook/examples/developing_hallucination_guardrails,high,AI PM面试高频。
risk_002,Guardrails 安全护栏,Guardrails,Guardrails 是围绕AI系统设置的一组规则、检测、过滤、权限和检查机制，用于降低不安全、违规、越权、幻觉、提示注入或不符合业务目标的输出。,AI 产品经理需要定义护栏策略：哪些内容不能回答、哪些动作需要确认、哪些数据不能访问、低置信度如何处理、如何记录审计日志。,企业Agent、客服机器人、金融/医疗/法律场景、内容生成平台、未成年人产品、数据访问系统。,误区是认为Guardrails只是敏感词过滤。真实护栏包括输入控制、输出检查、工具权限、人工审核、日志监控和红队测试。,风控与可信机制,"安全合规,权限控制",中级,OpenAI API Docs - Safety best practices,https://developers.openai.com/api/docs/guides/safety-best-practices,high,和Agent安全、Prompt注入相关。
risk_003,数据隐私与权限控制,权限控制,数据隐私与权限控制是确保AI系统只能访问、检索和输出用户有权看到的数据，并保护个人信息、企业机密和敏感内容不被泄露。,AI 产品经理在B端RAG和Agent产品中必须考虑权限继承、文档可见性、用户身份、审计日志、数据保留、删除机制和合规要求。,企业知识库、内部制度问答、客户数据助手、CRM Agent、HR助手、金融/医疗/法律文档问答。,误区是只在前端隐藏文档。RAG检索层、向量库payload、后端API和模型上下文都需要权限控制，否则可能出现越权检索或敏感信息泄露。,风控与可信机制,"数据安全,权限控制",中级,OpenAI API Docs - Safety in building agents,https://developers.openai.com/api/docs/guides/agent-builder-safety,high,B端AI产品关键。
risk_004,成本与延迟,成本与延迟,成本与延迟是AI产品上线后的核心工程和商业指标。模型调用、token数量、检索、rerank、工具调用、多轮Agent执行和多模态生成都会增加费用和响应时间。,AI 产品经理需要在用户体验、效果和成本之间权衡，例如是否流式输出、是否缓存、是否限制上下文、是否分层模型调用、是否减少工具链长度。,客服机器人、RAG知识库、Agent执行、图片/视频生成、企业Copilot、高并发AI应用。,误区是只在MVP演示中关注效果，不关注规模化成本。上线后如果成本不可控，产品商业模式很难成立。,AI产品工程理解,"成本控制,响应延迟",入门,OpenAI API Docs - Pricing,https://developers.openai.com/api/docs/pricing,high,和Token、模型选型、Top-K相关。
aigc_001,AIGC 是什么,AIGC,AIGC（AI Generated Content）是使用生成式AI自动或辅助生成文本、图片、音频、视频、代码、3D素材等内容。它的核心是把用户意图转化为可用内容资产或内容生产流程。,AI 产品经理需要理解AIGC的产品价值：提高内容生产效率、降低创作门槛、支持个性化内容，并管理版权、质量、安全和人工审核问题。,AI写作、文生图、文生视频、数字人直播、AI短剧、营销素材生成、商品图生成、教育内容生成。,误区是只看生成效果，不考虑版权、品牌一致性、内容审核、生产流程和商业转化。AIGC产品需要与真实工作流结合。,AIGC,"内容生成,生产效率",入门,OpenAI API Docs - Image generation,https://developers.openai.com/api/docs/guides/image-generation,high,AIGC岗位基础概念。
aigc_002,文生图产品理解,Text-to-Image,文生图是根据文本提示生成图像的生成式AI能力，也可结合参考图进行编辑或风格控制。产品中通常需要设计提示输入、尺寸、风格、批量生成、编辑、审核和导出流程。,AI 产品经理需要从创作工作流理解文生图：谁在什么场景下生成图，图用于营销、设计、社媒、商品图还是原型；以及如何控制质量、版权、成本和审核。,营销海报、商品图、社媒内容、品牌视觉、游戏资产、教育插图、简历作品集视觉。,误区是把文生图只当玩具功能。商业产品要考虑版权风险、品牌规范、提示模板、生成失败处理和人工编辑链路。,AIGC,"多模态产品,内容生成",入门,OpenAI API Docs - Image generation,https://developers.openai.com/api/docs/guides/image-generation,high,与DALL-E、Midjourney、Stable Diffusion等工具相关。
aigc_003,文生视频/AI短剧,Text-to-Video,文生视频或AI短剧是用生成式模型根据文本、图片或参考素材生成视频片段，并可能结合脚本、角色、分镜、音频和剪辑流程形成内容生产链路。,AI 产品经理需要理解AI视频产品不只是生成模型，还包括脚本生成、分镜设计、角色一致性、素材管理、审核、剪辑、发布和成本控制。,短视频生成、AI短剧、广告视频、产品宣传片、教育视频、跨境电商视频素材。,误区是只关注单次视频生成效果。视频生产产品更难的是一致性、可控性、编辑能力、版权、时长成本和工作流集成。,AIGC,"视频生成,内容生产",入门,Runway API Docs,https://docs.dev.runwayml.com/,high,与Runway等生成视频平台相关。
aigc_004,语音 AI 与 TTS,TTS,TTS（Text-to-Speech）是将文本转换为自然语音的技术，现代语音AI还能控制音色、语速、情绪、多说话人和风格。语音AI也包括语音识别、语音交互和实时对话。,AI 产品经理需要理解语音AI的体验要素：延迟、自然度、情绪、音色、打断、噪声、隐私和场景适配。语音是AI陪伴、客服、数字人和车载AI的重要入口。,AI客服语音、数字人直播、AI陪伴、教育朗读、车载助手、播客生成、无障碍产品。,误区是认为TTS只要“能读出来”就行。真实产品需要考虑语音自然度、情绪、响应延迟、内容安全和多轮交互体验。,多模态/MLLM,"语音交互,多模态产品",入门,Google Cloud Docs - Text-to-Speech,https://docs.cloud.google.com/text-to-speech/docs,high,可补充Gemini TTS等新模型资料。
aigc_005,数字人产品理解,数字人,数字人产品通常结合虚拟形象、语音合成、视频生成、口型驱动、知识库、对话模型和直播/客服场景，让用户以拟人化方式与AI或内容交互。,AI 产品经理需要从场景和业务价值理解数字人：它解决直播带货、客服讲解、品牌IP、陪伴互动还是培训演示问题，并管理内容、形象、合规和成本。,跨境电商数字人带货、AI主播、虚拟客服、教育讲师、品牌IP、企业培训。,误区是只追求形象逼真。数字人产品还要关注话术、知识准确性、直播转化、互动能力、低延迟和合规风险。,AIGC,"直播电商,虚拟人",入门,Runway API Docs,https://docs.dev.runwayml.com/,medium,数字人不是单一官方技术，来源以生成视频/语音相关资料为基础。
aigc_006,多模态大模型 MLLM,MLLM,多模态大模型能够处理或生成多种模态信息，例如文本、图像、音频、视频等。它让AI产品从文本问答扩展到看图理解、语音交互、视频分析和跨模态生成。,AI 产品经理需要理解多模态产品的输入输出设计，例如用户上传图片、语音、视频后系统如何理解、检索、生成和展示结果；同时要考虑不同模态的成本、延迟和错误。,视觉问答、图片理解、视频分析、AI陪伴、智能硬件、数字人、教育辅导、医疗影像辅助。,误区是把多模态等同于“能看图”。产品上更重要的是模态组合如何服务任务，比如图文问答、语音互动、视频内容理解和多模态Agent。,多模态/MLLM,"多模态产品,视觉AI",中级,Hugging Face Docs - Multimodal Generation,https://huggingface.co/docs/transformers/tasks/any_to_any,high,JD中出现MLLM、多模态、视觉类AI。
aigc_007,AI 陪伴与 Persona,Persona,AI 陪伴产品中的 Persona 是指智能体的人设、语气、价值观、互动方式和关系定位。它通常通过系统Prompt、记忆、对话策略、多模态表现和反馈机制共同塑造。,AI 产品经理需要设计Persona，不只是写角色设定，还要定义目标用户、情感需求、互动边界、长期关系、风险话术和用户可控性。,AI玩宠、AI聊天伙伴、心理陪伴、学习陪伴、虚拟角色、智能硬件、二次元/ACGN社区产品。,误区是把Persona当成简单人设文案。长期陪伴产品还涉及记忆、情感反馈、安全边界、未成年人保护和用户依赖风险。,Agent,"AI陪伴,人设设计",中级,LangChain Docs - Memory overview,https://docs.langchain.com/oss/python/concepts/memory,medium,偏产品设计概念，技术来源主要参考Memory与Agent机制。
aigc_008,动态记忆与长期陪伴,动态记忆,动态记忆是AI系统在长期交互中记录用户偏好、事件、关系进展和状态变化，并在后续对话中适当调用的能力。它可以提升陪伴感和个性化体验。,AI 产品经理需要设计记忆写入、更新、遗忘、编辑、展示和删除机制，避免错误记忆、隐私泄露和用户不可控。,AI陪伴、学习助手、个人助理、AI玩宠、心理支持、长期项目助手、客户关系维护。,误区是让系统自动记住所有内容。长期记忆必须可解释、可控、可删除，并要避免记录敏感或错误信息。,Agent,"AI陪伴,个性化,记忆机制",中级,LangChain Docs - Add memory,https://docs.langchain.com/oss/python/langgraph/add-memory,high,与Agent Memory知识点联动。
eng_001,LLM API 调用,LLM API,LLM API 调用是通过接口把用户输入、系统提示词、上下文、参数和工具定义发送给模型，并接收模型输出的过程。API通常包含鉴权、模型选择、输入输出、错误处理、限流和计费。,AI 产品经理需要理解API调用链路，才能写清楚需求：输入从哪里来、输出给谁用、异常如何处理、成本如何计算、日志如何记录、权限如何控制。,Chatbot、RAG问答、Agent工具调用、企业内部助手、内容生成平台、AI简历助手。,误区是把API调用看成研发细节。AI产品的成本、延迟、稳定性、隐私和可扩展性都与API设计有关。,AI产品工程理解,"API协作,研发沟通",入门,OpenAI API Docs - Function calling,https://developers.openai.com/api/docs/guides/function-calling,high,可结合后端和工具调用理解。
eng_002,前后端与 API 协作,前后端协作,AI 产品中的前后端与API协作包括：前端收集用户输入和展示结果，后端处理鉴权、业务逻辑、检索、模型调用、工具调用、日志和数据库写入，再把结构化结果返回前端。,AI 产品经理需要能用流程图和字段说明表达AI功能的数据流，让设计、前端、后端和算法团队理解各自职责。,RAG问答页面、JD解析工具、简历生成器、Agent执行面板、AI客服控制台、企业知识库后台。,误区是只写页面需求，不写数据流和异常流程。AI功能通常涉及异步、流式输出、长任务、失败重试和引用来源展示。,AI产品工程理解,"研发协作,数据流",入门,OpenAI API Docs - Retrieval,https://developers.openai.com/api/docs/guides/retrieval,medium,偏产品工程常识，来源以OpenAI检索/API链路为基础。
eng_003,SQL 与数据分析,SQL,SQL 是用于查询和处理结构化数据库的语言。AI 产品中，SQL常用于分析用户行为、检索业务数据、构建数据看板，也可能由模型辅助生成用于自然语言查询数据。,AI 产品经理掌握SQL有助于独立分析用户行为、验证产品效果、定义指标、与数据/研发沟通，并理解NL2SQL类产品的能力边界。,用户行为分析、A/B测试、数据看板、AI产品效果评估、NL2SQL Agent、运营数据分析。,误区是认为AI会自动分析数据就不需要理解SQL。PM至少需要理解表结构、指标口径、筛选条件和数据质量，否则无法判断结果是否可信。,数据分析与评估,"数据分析,指标设计",入门,Ragas Docs,https://docs.ragas.io/en/stable/,medium,SQL本身可后续补充数据库官方教程，本条聚焦AI PM场景。
eng_004,Python 数据处理,Python,Python 是常用的数据处理、脚本自动化和AI应用开发语言。AI产品经理不一定要成为工程师，但掌握基础Python可用于数据清洗、文件处理、简单原型、调用API和自动化任务。,AI 产品经理会一点Python，可以更快验证AI工作流、整理知识库、处理CSV/JSON、测试API和构建个人作品集，提高与研发沟通效率。,知识库清洗、JD表格处理、API测试、数据分析、自动化脚本、RAG原型、竞品数据整理。,误区是把Python能力等同于产品经理核心能力。它是加分项，核心仍是用户问题、产品方案、指标和落地推进。,数据分析与评估,"数据处理,原型验证",入门,OpenAI API Docs - Retrieval,https://developers.openai.com/api/docs/guides/retrieval,medium,很多JD把Python列为加分项。
eng_005,日志与监控,日志监控,日志与监控是记录AI系统输入、输出、检索结果、工具调用、错误、耗时、成本和用户反馈的机制。它帮助团队发现问题、复盘失败和持续优化。,AI 产品经理需要定义监控指标和日志字段，例如请求量、失败率、延迟、token成本、无答案率、人工接管率、用户反馈和安全事件。,RAG系统、Agent执行、AI客服、企业Copilot、内容生成平台、模型调用平台。,误区是上线后只看DAU和调用量。AI产品还要看回答质量、失败链路、模型成本、引用命中和安全风险。,AI产品工程理解,"产品迭代,可观测性",中级,Ragas Docs,https://docs.ragas.io/en/stable/,medium,可后续接入LangSmith/Opik/Langfuse等来源。
eng_006,测试集与 Benchmark,Benchmark,测试集与 Benchmark 是用一组代表性问题、标准答案、评分规则或任务集合来评估模型、检索、Prompt和Agent表现的方法。它可以让迭代从主观体验变为可比较的结果。,AI 产品经理需要沉淀自己的业务测试集，例如高频问题、边界问题、错误案例和高风险场景，用来评估每次知识库或Prompt更新后的效果。,RAG评估、Prompt迭代、Agent任务测试、模型选型、AI客服质检、面试回答生成评估。,误区是只引用通用排行榜。产品真正需要的是贴近业务场景的私有测试集和线上反馈。,AI产品评估,"模型评测,测试集",中级,Ragas Docs,https://docs.ragas.io/en/stable/,high,与模型选型和RAG评估强相关。
eng_007,灰度发布与版本迭代,灰度发布,灰度发布是先让部分用户或场景使用新版本，再根据指标和反馈逐步扩大范围。AI产品中的灰度发布尤其重要，因为模型、Prompt、检索和工具链变化可能带来不可预期输出。,AI 产品经理需要设计版本迭代流程：谁先试用、如何对比、监控什么指标、如何回滚、如何收集反馈、如何记录Prompt和知识库版本。,AI客服、RAG知识库、Agent流程、推荐系统、内容生成工具、企业内部助手。,误区是直接全量上线新Prompt或新模型。AI功能变更应可追踪、可回滚、可对比，避免影响已有用户体验。,AI产品工程理解,"产品迭代,上线策略",入门,OpenAI API Docs - Safety best practices,https://developers.openai.com/api/docs/guides/safety-best-practices,medium,偏产品工程实践，适合后续补充MLOps/LLMOps来源。
